CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
6484,3,Nabo-JSG-SRV-604_P3_P1_P4_P1.2.1.1,Nabo,,7/2/2023,7/1/2023,238,107,2,6.1,57.5,16.5,57.7,7/16/2023,,,,N,N,N,,,,,8/7/2023
6485,3,Zlux-FAC--P-87_P1_P1_P5_P1.2.1.1,Zlux,,7/6/2023,7/5/2023,172,65,2,7.2,53,11.5,61.6,7/16/2023,,,,N,N,N,,,,,8/11/2023
6486,3,Mesa-JSG-Y-LOS-75_P1_P1_P5_P1.3.1.1,Mesa,,6/26/2023,6/26/2023,165,53,4,8.6,58.3,11.4,59.8,7/16/2023,,,,N,N,N,,,,,8/1/2023
6487,3,Bals-DMA-2008-1_P3_P1_P4_P1.1.1.1,Bals,,7/9/2023,7/7/2023,160,31,1,6,50.9,11.9,38.7,7/16/2023,,,,N,N,Y,,,,,8/14/2023
6488,3,Mesa-JSG-Y-RMM-440_P1_P1_P2_P1.2.1.1,Mesa,,7/2/2023,6/30/2023,157,37,2,7.4,56,14,58.5,7/16/2023,,,,N,N,N,,,,,8/7/2023
6489,3,Nabo-JSG-SRV-606_P2_P1_P2_P4.1.1.1,Nabo,,7/1/2023,7/1/2023,191,72,2,7.6,62.5,15.4,61.9,7/16/2023,,,,N,N,N,,,,,8/6/2023
6490,3,Chal-JSG-LCL-559_P2_P1_P1_P1.2.1.1,Chal,,7/1/2023,6/30/2023,210,68,2,8.4,61.5,15.5,59.7,7/16/2023,,,,N,N,N,,,,,8/6/2023
6491,3,Dura-JSG-SRV-EAM-705_P1_P1_P5_P2.1.1.1,Dura,,7/1/2023,6/30/2023,201,77,3,8.3,64.5,15.1,50.1,7/16/2023,,,,N,N,Y,,,,,8/6/2023
6492,3,Chal-JSG-LCL-559_P2_P1_P4_P1.1.1.1,Chal,,7/4/2023,7/6/2023,200,72,4,8.7,56.6,14.4,53.7,7/16/2023,,,,N,N,N,,,,,8/9/2023
6493,3,Chal-JSG-JMHC-626_P4_P1_P1_P1.1.1.1,Chal,,7/4/2023,7/1/2023,178,52,2,8.4,60.4,14.2,56.2,7/16/2023,,,,N,N,N,,,,,8/9/2023
6494,3,B73,B73,,7/1/2023,7/1/2023,187,67,2,7.5,58.4,13.8,55.2,7/16/2023,,,,N,N,N,,,,,8/6/2023
6495,3,Dura-JSG-SRV-EAM-705_P4_P1_P2_P3.3.1.1,Dura,,7/1/2023,7/1/2023,204,90,3,7.1,52.7,13.5,40.4,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6496,3,Zlux-G6_P4_P1_P5_P1.3.1.1,Zlux,,7/4/2023,7/3/2023,191,56,2,7.9,63.7,14.8,58.8,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6497,3,Mesa-JSG-Y-RMM-447_P4_P1_P2_P1.2.1.1,Mesa,,6/29/2023,6/27/2023,171,58,2,7.9,53.6,13.5,52.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6498,3,Mesa-JSG-Y-LOS-75_P1_P1_P4_P1.1.1.1,Mesa,,6/30/2023,6/30/2023,195,76,3,7.1,53.1,15.6,57.3,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6499,3,Zdip-JLVTKV-719_P2_P1_P4_P4.3.1.1,Zdip,,7/1/2023,6/29/2023,198,43,2,9.5,65.1,15.2,59.4,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6500,3,Mesa-JSG-Y-RMM-444_P2_P1_P2_P1.1.1.1,Mesa,,6/30/2023,6/26/2023,143,38,4,8.5,53.2,10.7,63.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6501,3,B73,B73,,7/2/2023,7/1/2023,184,62,2,8.2,59.2,13.5,61.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6502,3,Zdip-JLVTKV-720_P1_P1_P1_P2.2.1.1,Zdip,,7/4/2023,7/5/2023,198,87,3,9.6,67.4,13,53.8,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6503,3,Bals-JSG-LCL-704_P3_P1_P3_P1.1.1.1,Bals,,6/26/2023,6/27/2023,200,91,3,7.6,59.5,14.5,65.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6504,3,Mesa-JSG-427_P2_P1_P4_P2.1.1.1,Mesa,,7/2/2023,7/1/2023,202,78,3,5.9,44.4,13.8,46.5,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6505,3,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.1.1.1,Mesa,,6/26/2023,6/26/2023,197,65,5,8.6,55,12.1,58.4,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6506,3,Nabo-JSG-SRV-604_P2_P1_P4_P2.3.1.1,Nabo,,6/27/2023,6/27/2023,195,60,4,8.7,45.6,12.9,55.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6507,3,B73,B73,,6/30/2023,6/29/2023,201,72,3,9.1,69,13.5,64.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6508,3,Bals-JACV-T-082_P2_P1_P4_P2.2.1.1,Bals,,7/2/2023,7/1/2023,207,82,2,8.1,58.1,15,63.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6509,3,B73,B73,,7/1/2023,6/29/2023,180,58,2,7.3,58.8,13.4,59.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6510,3,Hueh-H2_P4_P1_P1_P2.4.1.1,Hueh,,7/4/2023,7/5/2023,203,73,3,8.1,60.1,14.9,66.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6511,3,Mesa-JSG-Y-RMM-450_P2_P1_P3_P1.2.1.1,Mesa,,6/28/2023,6/29/2023,191,68,3,8.7,63.5,13.9,62.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6512,3,Nabo-JSG-SRV-604_P3_P1_P1_P3.4.1.1,Nabo,,6/26/2023,6/25/2023,179,52,3,6.4,55.4,13.1,59.4,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6513,3,Mesa-JSG-Y-RMM-440_P1_P1_P3_P1.1.1.1,Mesa,,7/1/2023,7/1/2023,173,72,5,7,51.7,12.4,51.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6514,3,Zdip-JLVTKV-719_P2_P1_P4_P2.2.1.1,Zdip,,6/28/2023,6/26/2023,199,57,2,8.4,66.5,13,66.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6515,3,B73,B73,,7/2/2023,7/1/2023,186,61,2,8.2,62.9,13.7,59.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6516,3,Mesa-JSG-RMM-LCL-473_P3_P1_P1_P1.1.1.1,Mesa,,6/26/2023,6/26/2023,201,76,4,8.1,57.5,14,58.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6517,3,Chal-JSG-RMM-LCL-476_P2_P1_P2_P2.1.1.1,Chal,,6/30/2023,6/30/2023,204,71,3,9.3,60.1,13.4,61.8,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6518,3,Zlux-G6_P4_P1_P4_P1.2.1.1,Zlux,,7/4/2023,7/4/2023,225,82,3,9.3,63,15,55.7,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6519,3,Dura-JSG-SRV-EAM-705_P4_P1_P2_P3.1.1.1,Dura,,7/1/2023,7/1/2023,165,62,4,7.6,52.1,15.1,55.7,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6520,3,Zdip-CIM10003_P3_P1_P2_P4.3.1.1,Zdip,,7/1/2023,7/2/2023,199,78,5,8,51.1,13,62.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6521,3,Bals-JSG-RMM-LCL-514_P3_P1_P2_P1.2.1.1,Bals,,7/1/2023,7/1/2023,170,85,4,6.8,53.4,13.1,61.3,7/16/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6522,3,Mesa-JSG-Y-RMM-440_P3_P1_P4_P1.2.1.1,Mesa,,7/1/2023,7/1/2023,207,72,2,8.6,61,14,51,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6523,3,Chal-CIM11400_P2_P1_P4_P1.2.1.1,Chal,,7/1/2023,7/1/2023,207,71,2,9.9,77.1,14.5,56.6,7/16/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6524,3,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.3.1.1,Mesa,,7/1/2023,6/29/2023,230,86,4,8.5,70.9,14.4,56.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6525,3,Nabo-JSG-SRV-604_P3_P1_P3_P3.2.1.1,Nabo,,7/1/2023,7/2/2023,197,67,4,9.1,67,13.5,57.5,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6526,3,Zlux-G6_P4_P1_P3_P3.2.1.1,Zlux,,7/1/2023,7/1/2023,195,69,3,8,67.4,13.7,59.5,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6527,3,Nabo-JSG-SRV-604_P3_P1_P2_P3.1.1.1,Nabo,,7/6/2023,7/4/2023,192,77,3,6.3,53,12,45.3,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/11/2023
6528,3,Zlux-G1_P1_P1_P3_P1.5.1.1,Zlux,,7/1/2023,6/29/2023,170,34,2,7.5,54.5,13.3,49.8,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6529,3,Bals-JSG-Y-RMM-457_P3_P1_P5_P1.1.1.1,Bals,,7/4/2023,7/1/2023,191,87,2,8,56.4,13,59.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6530,3,Mesa-JSG-LCL-565_P2_P1_P1_P1.2.1.1,Mesa,,7/2/2023,7/1/2023,192,64,2,8.3,61,14.7,49.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6531,3,B73,B73,,7/2/2023,7/1/2023,183,67,3,8.6,64.2,12.5,56.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6532,3,Nabo-JSG-SRV-606_P2_P1_P5_P1.1.1.1,Nabo,,7/1/2023,7/1/2023,190,72,2,7.6,60.9,12.5,49.5,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6533,3,Purple Check,Check,,NA,NA,,,,,,,,,,,in FB (pickles),,,,,,,,
6534,3,Dura-JSG-Y-RMM-429_P4_P1_P3_P5.2.1.1,Dura,,6/25/2023,6/26/2023,170,62,5,6.8,57.3,11.3,57.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,7/31/2023
6535,3,Hueh-H1_P3_P1_P2_P3.3.1.1,Hueh,,7/4/2023,7/3/2023,212,93,3,7.1,53.7,14,47.3,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6536,3,Zlux-G3_P3_P1_P1_P3.3.1.1,Zlux,,7/1/2023,6/30/2023,177,55,2,8.3,60.1,12.8,52.3,7/16/2023,,,in FB (pickles),N,Y,Y,,,,,8/6/2023
6537,3,Bals-JSG-RMM-558_P3_P1_P3_P1.3.1.1,Bals,,7/4/2023,7/2/2023,248,94,3,9.8,70.1,14.5,63.5,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6538,3,Bals-JSG-RMM-LCL-568_P3_P1_P3_P1.1.1.1,Bals,,7/2/2023,7/1/2023,239,102,7,8.3,57.9,16.4,53.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6539,3,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P1.5.1.1,Zdip,,7/1/2023,6/30/2023,210,66,2,6.4,57,15,50.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6540,3,Hueh-H2_P4_P1_P1_P2.2.1.1,Hueh,,7/2/2023,7/1/2023,189,61,4,9.1,72.8,13.6,61.8,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6541,3,Bals-JSG-Y-RMM-457_P3_P1_P2_P2.3.1.1,Bals,,6/29/2023,6/27/2023,198,61,4,9.2,67.9,13,55.2,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6542,3,Bals-JACV-T-049_P2_P1_P4_P1.2.1.1,Bals,,7/2/2023,7/1/2023,209,91,2,8.1,64.6,14.2,62.1,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6543,3,Bals-JSG-RMM-LCL-539_P3_P1_P1_P2.2.1.1,Bals,,6/27/2023,6/27/2023,203,86,6,8.4,65.6,14.2,60.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6544,3,Nabo-JSG-SRV-604_P3_P1_P1_P4.1.1.1,Nabo,,7/1/2023,6/29/2023,181,67,5,9.2,63.5,14.5,61.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6545,3,Bals-JSG-467_P2_P1_P1_P1.2.1.1,Bals,,7/3/2023,6/29/2023,174,42,2,8.4,59.3,14.2,58.9,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6546,3,Bals-JSG-LCL-672_P4_P1_P4_P1.2.1.1,Bals,,7/2/2023,7/3/2023,195,73,3,9.1,62.2,14.5,63.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6547,3,Zdip-JLVTKV-719_P2_P1_P1_P3.2.1.1,Zdip,,7/1/2023,7/1/2023,196,92,3,6.9,54.1,14.1,51.4,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6548,3,Bals-JSG-LCL-704_P3_P1_P4_P1.2.1.1,Bals,,7/1/2023,6/30/2023,183,92,4,6.9,61,14.8,56.7,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6549,3,Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.1.1.1,Bals,,7/1/2023,7/1/2023,196,75,2,7.4,57.1,13.5,55.3,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6550,3,Mesa-JSG-465_P1_P1_P4_P1.2.1.1,Mesa,,6/28/2023,6/27/2023,202,77,3,7.8,60.1,12.9,66.6,7/16/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6551,3,Mesa-JSG-LCL-689_P2_P1_P3_P1.1.1.1,Mesa,,7/1/2023,6/27/2023,197,87,3,6.9,54.5,14.8,58.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6552,3,Dura-JSG-SRV-EAM-708_P3_P1_P5_P1.1.1.1,Dura,,7/1/2023,6/30/2023,195,68,2,7.5,53,13.2,63.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6553,3,Bals-JLNCM-646_P2_P1_P1_P2.2.1.1,Bals,,7/1/2023,6/30/2023,199,62,2,8.9,66.5,14.5,65,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6554,3,Zdip-JLVTKV-719_P2_P1_P1_P3.4.1.1,Zdip,,7/1/2023,6/30/2023,203,82,6,8.7,60.7,15.6,61.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6555,3,Dura-JSG-Y-RMM-429_P4_P1_P1_P1.1.1.1,Dura,,6/30/2023,6/30/2023,200,62,2,7.6,61.1,14.7,63.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6556,3,B73,B73,,7/4/2023,7/2/2023,194,61,2,8.7,68.5,13.5,63.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6557,3,Nabo-JSG-SRV-604_P2_P1_P3_P3.4.1.1,Nabo,,7/1/2023,7/1/2023,175,70,3,8.7,58.9,15.9,57.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6558,3,Bals-RMM-11_P2_P1_P3_P2.1.1.1,Bals,,7/5/2023,7/5/2023,231,102,2,8.4,69.9,12.9,54.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6559,3,Dura-JSG-SRV-EAM-708_P3_P1_P5_P3.2.1.1,Dura,,6/28/2023,6/29/2023,180,64,5,8.8,54.1,14.4,57.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6560,3,Nabo-JSG-SRV-606_P2_P1_P1_P1.2.1.1,Nabo,,6/28/2023,6/29/2023,222,92,6,8.2,59.4,12.9,56.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6561,3,Mesa-JSG-426_P1_P2_P5_P1.1.1.1,Mesa,,6/28/2023,6/27/2023,198,74,4,9.7,58.6,14.7,60.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6562,3,Zdip-JLVTKV-719_P2_P1_P1_P1.3.1.1,Zdip,,6/30/2023,6/29/2023,200,73,4,7.9,60.1,12.5,58.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6563,3,Mesa-JSG-Y-RMM-438_P1_P1_P4_P1.3.1.1,Mesa,,7/1/2023,6/29/2023,200,72,3,9.5,65.6,14.5,56.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6564,3,Bals-JSG-RMM-558_P3_P1_P1_P1.1.1.1,Bals,,7/1/2023,7/1/2023,225,65,2,8.2,70.1,14.5,58.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6565,3,Mesa-JSG-RMM-LCL-473_P3_P1_P2_P1.3.1.1,Mesa,,6/29/2023,6/29/2023,211,79,3,6.3,42.5,13.8,60.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6566,3,B73,B73,,7/3/2023,7/1/2023,186,66,2,7.6,61,15.2,57.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6567,3,Bals-DMA-2008-1_P3_P1_P4_P2.1.1.1,Bals,,6/29/2023,6/29/2023,212,66,3,9.4,65,12.9,58,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6568,3,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P1.2.1.1,Zdip,,7/2/2023,7/1/2023,195,60,3,8.6,62.3,13.9,62.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6569,3,Zdip-JLVTKV-719_P2_P1_P5_P1.5.1.1,Zdip,,7/1/2023,6/29/2023,187,65,3,8.5,66.1,12.7,57.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6570,3,Chal-JSG-Y-RMM-463_P2_P1_P2_P1.1.1.1,Chal,,7/1/2023,7/1/2023,197,73,4,7.3,51.1,16.3,64.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6571,3,Zdip-JLVTKV-720_P1_P1_P1_P2.1.1.1,Zdip,,7/1/2023,7/1/2023,174,57,3,8.5,63.2,13,64.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6572,3,B73,B73,,7/2/2023,7/1/2023,176,67,2,8.1,54.6,13.4,62.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6573,3,Zdip-JSG-RMM-LCL-551_P2_P1_P2_P2.1.1.1,Zdip,,7/3/2023,7/2/2023,176,63,2,6.7,47,13.4,53.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6574,3,Chal-JSG-JMHC-639_P2_P1_P5_P1.2.1.1,Chal,,6/23/2023,6/26/2023,160,57,8,7.5,54.9,11.8,57.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,7/29/2023
6575,3,Bals-JSG-RMM-LCL-517_P2_P1_P5_P1.2.1.1,Bals,,7/1/2023,6/29/2023,179,54,4,8.6,66.9,13.8,56.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6576,3,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.4.1.1,Zdip,,7/4/2023,7/4/2023,212,93,3,8.8,71,14.5,53.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6577,3,Dura-JSG-SRV-EAM-705_P1_P1_P2_P1.1.1.1,Dura,,7/6/2023,7/6/2023,201,56,2,8.1,71.6,12,55.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/11/2023
6578,3,B73,B73,,6/29/2023,6/29/2023,190,66,2,9.1,69.4,13.9,65.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6579,3,Zlux-FAC--P-87_P1_P1_P5_P1.1.1.1,Zlux,,7/5/2023,7/4/2023,190,62,5,9.5,63.5,13.7,60.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6580,3,B73,B73,,7/4/2023,7/4/2023,181,61,3,9.6,71.6,14.4,55.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6581,3,Bals-JLNCM-646_P2_P1_P5_P1.3.1.1,Bals,,7/1/2023,6/30/2023,171,73,3,8.3,60.7,14.4,60.6,7/17/2023,,,in FB (pickles),N,Y,Y,,,,,8/6/2023
6582,3,Zlux-FAC--P-87_P1_P1_P1_P1.3.1.1,Zlux,,7/5/2023,7/5/2023,227,76,2,8,63.2,14.6,57.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6583,3,Purple Check,Check,,NA,NA,,,,,,,,,,,in FB (pickles),,,,,,,,
6584,3,Dura-JSG-Y-RMM-429_P2_P1_P3_P2.1.1.1,Dura,,6/27/2023,6/27/2023,195,71,2,8,54.9,15.2,54.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6585,3,Hueh-H2_P4_P1_P5_P1.2.1.1,Hueh,,7/4/2023,7/3/2023,192,62,2,8.1,60.7,13.5,52.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6586,3,Chal-JSG-Y-RMM-463_P2_P1_P5_P2.2.1.1,Chal,,7/11/2023,7/6/2023,165,59,2,6,49.2,14.1,49.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/16/2023
6587,3,Bals-JSG-RMM-LCL-514_P1_P1_P1_P1.2.1.1,Bals,,6/28/2023,6/29/2023,179,67,4,8.3,62.5,12.3,56.5,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/3/2023
6588,3,Chal-CIM11400_P2_P1_P4_P1.1.1.1,Chal,,7/1/2023,7/2/2023,202,95,3,5.8,44.7,14.8,51.8,7/17/2023,,,in FB (pickles),N,Y,N,,,,,8/6/2023
6589,3,Zdip-JLVTKV-719_P2_P1_P5_P1.1.1.1,Zdip,,7/5/2023,7/2/2023,199,72,3,8.5,64.4,14,51.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6590,3,B73,B73,,7/1/2023,7/1/2023,189,66,3,7.7,62.6,13.3,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6591,3,Zdip-CIM10003_P3_P1_P2_P1.1.1.1,Zdip,,7/2/2023,7/2/2023,194,68,3,8.1,55.9,14,58.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6592,3,Nabo-JSG-SRV-606_P2_P1_P1_P4.1.1.1,Nabo,,6/25/2023,6/25/2023,167,55,7,8.1,63,13.3,60.8,7/17/2023,,,in FB (pickles),N,N,Y,,,,,7/31/2023
6593,3,Zlux-G3_P3_P1_P3_P1.3.1.1,Zlux,,7/1/2023,7/2/2023,201,81,3,8.3,56,13.3,56,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6594,3,Hueh-H2_P4_P1_P3_P1.4.1.1,Hueh,,7/1/2023,7/2/2023,198,73,2,8.1,64.2,12.8,57.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6595,3,Bals-JACV-T-082_P2_P1_P2_P2.2.1.1,Bals,,7/5/2023,7/4/2023,212,80,3,8.2,57.1,14.9,61.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6596,3,Bals-JSG-LCL-676_P3_P1_P4_P2.1.1.1,Bals,,7/1/2023,7/1/2023,201,88,4,9.8,68.2,13,63.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6597,3,Bals-JSG-RMM-LCL-511_P1_P2_P2_P1.1.1.1,Bals,,7/1/2023,7/1/2023,196,77,2,7.8,59.9,12.8,62.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6598,3,B73,B73,,7/3/2023,7/1/2023,201,70,2,8.1,62.1,14.3,60.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6599,3,Hueh-H2_P4_P1_P3_P1.1.1.1,Hueh,,7/3/2023,7/2/2023,220,93,2,7.6,67.9,14.9,50.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6600,3,Nabo-JSG-SRV-604_P2_P1_P5_P1.2.1.1,Nabo,,7/5/2023,7/5/2023,211,92,2,8.4,62,12.5,32.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6601,3,Chal-JSG-LCL-559_P2_P1_P1_P2.1.1.1,Chal,,6/29/2023,6/29/2023,190,68,2,9.8,72.2,14.3,64.7,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/4/2023
6602,3,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.1.1.1,Zdip,,7/1/2023,7/1/2023,207,75,3,8.6,64,14.8,63.2,7/17/2023,,,in FB (pickles),N,Y,N,,,,,8/6/2023
6603,3,Chal-JSG-JMHC-637_P1_P3_P1_P2.4.1.1,Chal,,7/2/2023,7/1/2023,190,73,2,8.8,56.9,12.7,53.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6604,3,Hueh-H2_P4_P1_P3_P3.2.1.1,Hueh,,7/1/2023,6/29/2023,190,98,3,6.1,56.4,11.9,55.3,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6605,3,Dura-JSG-SRV-EAM-708_P3_P1_P5_P2.2.1.1,Dura,,7/1/2023,6/29/2023,199,55,2,9.1,69.8,13.7,62,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6606,3,Zdip-CIM10003_P2_P1_P5_P3.1.1.1,Zdip,,7/1/2023,6/30/2023,196,73,3,7.8,64.1,13.6,62.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6607,3,Dura-JSG-SRV-EAM-705_P4_P1_P2_P2.3.1.1,Dura,,6/28/2023,6/28/2023,198,62,2,8.3,60.1,14,54.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6608,3,Zdip-JLVTKV-720_P1_P1_P5_P3.3.1.1,Zdip,,6/30/2023,6/27/2023,197,72,2,7.1,46.1,14.4,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6609,3,Bals-JSG-RMM-LCL-568_P3_P1_P3_P1.2.1.1,Bals,,7/1/2023,7/1/2023,211,101,6,7.7,55,15.1,59.4,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6610,3,Chal-CIM27215(CIM-1)_P2_P1_P3_P2.2.1.1,Chal,,7/1/2023,6/30/2023,198,85,3,7.2,59.1,14.5,53.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6611,3,Nabo-JSG-SRV-604_P2_P1_P1_P2.4.1.1,Nabo,,7/4/2023,7/2/2023,243,83,3,9.2,63.9,16,68,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
